Caste,Marks,Selection Percentage,Chance,School Type,Total Marks,Gender,Selection Chance,Result
OC,465.0,56.46,Less Chance,Government,471.0,Female,Less Chance,Not Selected
SC,452.0,55.71,Less Chance,Government,456.0,Male,Less Chance,Not Selected
BCE,442.0,54.44,Less Chance,Government,448.0,Female,Less Chance,Not Selected
BCB,583.0,89.52,High Chance,Government,589.0,Female,High Chance,Selected
BCD,568.0,69.04,Moderate Chance,Government,574.0,Female,Moderate Chance,Not Selected
BCB,524.0,64.08,Moderate Chance,Government,530.0,Female,Less Chance,Not Selected
EWS,413.0,50.57,Less Chance,Government,419.0,Female,Less Chance,Not Selected
BCD,551.0,66.99,Moderate Chance,Government,557.0,Female,Less Chance,Not Selected
SC,537.0,66.09,Moderate Chance,Government,541.0,Male,Less Chance,Not Selected
SC,444.0,54.73,Less Chance,Government,448.0,Male,Less Chance,Not Selected
SC,551.0,67.8,Moderate Chance,Government,555.0,Male,Moderate Chance,Not Selected
BCB,424.0,51.5,Less Chance,Private,426.0,Female,Less Chance,Not Selected
EWS,493.0,59.98,Less Chance,Government,497.0,Male,Less Chance,Not Selected
OC,435.0,52.38,Less Chance,Private,437.0,Female,Less Chance,Not Selected
BCB,484.0,59.0,Less Chance,Government,488.0,Male,Less Chance,Not Selected
EWS,583.0,85.0,High Chance,Private,585.0,Female,High Chance,Selected
SC,522.0,64.26,Moderate Chance,Government,526.0,Male,Less Chance,Not Selected
BCD,429.0,52.08,Less Chance,Government,433.0,Male,Less Chance,Not Selected
OC,477.0,57.89,Less Chance,Government,483.0,Female,Less Chance,Not Selected
BCB,499.0,61.05,Moderate Chance,Government,505.0,Female,Less Chance,Not Selected
BCB,505.0,61.3,Moderate Chance,Private,507.0,Female,Less Chance,Not Selected
EWS,588.0,94.0,High Chance,Government,594.0,Female,High Chance,Selected
BCE,593.0,97.5,High Chance,Government,597.0,Male,High Chance,Selected
BCB,542.0,66.01,Moderate Chance,Government,546.0,Male,Less Chance,Not Selected
EWS,522.0,63.48,Moderate Chance,Government,526.0,Male,Less Chance,Not Selected
SC,401.0,49.72,Less Chance,Government,407.0,Female,Less Chance,Not Selected
BCB,466.0,57.06,Less Chance,Government,472.0,Female,Less Chance,Not Selected
EWS,487.0,59.26,Less Chance,Government,491.0,Male,Less Chance,Not Selected
BCD,447.0,54.24,Less Chance,Government,451.0,Male,Less Chance,Not Selected
BCD,533.0,64.83,Moderate Chance,Government,539.0,Female,Less Chance,Not Selected
ST,454.0,57.25,Less Chance,Government,458.0,Male,Less Chance,Not Selected
SC,542.0,66.7,Moderate Chance,Government,546.0,Male,Less Chance,Not Selected
OC,532.0,64.01,Moderate Chance,Private,534.0,Female,Less Chance,Not Selected
BCE,572.0,81.67,Moderate Chance,Government,578.0,Female,High Chance,Selected
EWS,423.0,51.53,Less Chance,Government,427.0,Male,Less Chance,Not Selected
BCB,591.0,95.24,High Chance,Government,595.0,Male,High Chance,Selected
BCB,554.0,67.22,Moderate Chance,Private,556.0,Female,Moderate Chance,Not Selected
OC,542.0,65.68,Moderate Chance,Government,548.0,Female,Less Chance,Not Selected
EWS,464.0,56.48,Less Chance,Government,468.0,Male,Less Chance,Not Selected
BCB,504.0,60.93,Moderate Chance,Private,504.0,Male,Less Chance,Not Selected
BCD,577.0,69.4,Moderate Chance,Private,577.0,Male,Moderate Chance,Not Selected
OC,520.0,63.05,Moderate Chance,Government,526.0,Female,Less Chance,Not Selected
SC,415.0,51.19,Less Chance,Government,419.0,Male,Less Chance,Not Selected
BCB,447.0,54.77,Less Chance,Government,453.0,Female,Less Chance,Not Selected
BCB,560.0,67.94,Moderate Chance,Private,562.0,Female,Moderate Chance,Not Selected
BCB,471.0,57.43,Less Chance,Government,475.0,Male,Less Chance,Not Selected
EWS,515.0,62.88,Moderate Chance,Government,521.0,Female,Less Chance,Not Selected
BCE,452.0,55.42,Less Chance,Government,456.0,Male,Less Chance,Not Selected
BCB,540.0,65.77,Moderate Chance,Government,544.0,Male,Less Chance,Not Selected
EWS,491.0,59.98,Less Chance,Government,497.0,Female,Less Chance,Not Selected
BCB,541.0,65.89,Moderate Chance,Government,545.0,Male,Less Chance,Not Selected
SC,594.0,98.52,High Chance,Government,598.0,Male,High Chance,Selected
BCB,590.0,92.38,High Chance,Private,592.0,Female,High Chance,Selected
OC,449.0,54.54,Less Chance,Government,455.0,Female,Less Chance,Not Selected
BCD,533.0,64.83,Moderate Chance,Government,539.0,Female,Less Chance,Not Selected
BCD,513.0,62.42,Moderate Chance,Government,519.0,Female,Less Chance,Not Selected
BCB,581.0,87.62,High Chance,Government,587.0,Female,High Chance,Selected
OC,533.0,64.61,Moderate Chance,Government,539.0,Female,Less Chance,Not Selected
BCB,429.0,52.59,Less Chance,Government,435.0,Female,Less Chance,Not Selected
BCB,489.0,59.84,Less Chance,Government,495.0,Female,Less Chance,Not Selected
BCE,516.0,63.19,Moderate Chance,Government,520.0,Male,Less Chance,Not Selected
OC,478.0,58.01,Less Chance,Government,484.0,Female,Less Chance,Not Selected
EWS,548.0,66.86,Moderate Chance,Government,554.0,Female,Less Chance,Not Selected
SC,590.0,95.56,High Chance,Government,594.0,Male,High Chance,Selected
EWS,484.0,59.14,Less Chance,Government,490.0,Female,Less Chance,Not Selected
BCD,494.0,59.9,Less Chance,Government,498.0,Male,Less Chance,Not Selected
BCD,599.0,105.56,High Chance,Government,605.0,Female,High Chance,Selected
BCB,585.0,91.43,High Chance,Government,591.0,Female,High Chance,Selected
BCB,521.0,62.99,Moderate Chance,Private,521.0,Male,Less Chance,Not Selected
BCE,448.0,54.44,Less Chance,Private,448.0,Male,Less Chance,Not Selected
EWS,560.0,68.07,Moderate Chance,Government,564.0,Male,Moderate Chance,Not Selected
BCD,558.0,67.59,Moderate Chance,Government,562.0,Male,Moderate Chance,Not Selected
BCB,456.0,55.61,Less Chance,Government,460.0,Male,Less Chance,Not Selected
BCB,482.0,59.0,Less Chance,Government,488.0,Female,Less Chance,Not Selected
BCD,497.0,60.26,Less Chance,Government,501.0,Male,Less Chance,Not Selected
OC,569.0,68.44,Moderate Chance,Private,571.0,Female,Moderate Chance,Not Selected
BCB,501.0,61.3,Moderate Chance,Government,507.0,Female,Less Chance,Not Selected
BCE,486.0,59.06,Less Chance,Private,486.0,Male,Less Chance,Not Selected
OC,561.0,67.96,Moderate Chance,Government,567.0,Female,Moderate Chance,Not Selected
OC,434.0,52.5,Less Chance,Government,438.0,Male,Less Chance,Not Selected
EWS,536.0,64.93,Moderate Chance,Private,538.0,Female,Less Chance,Not Selected
BCD,588.0,91.11,High Chance,Government,592.0,Male,High Chance,Selected
EWS,494.0,59.86,Less Chance,Private,496.0,Female,Less Chance,Not Selected
ST,412.0,52.25,Less Chance,Government,418.0,Female,Less Chance,Not Selected
BCB,425.0,51.38,Less Chance,Private,425.0,Male,Less Chance,Not Selected
EWS,540.0,65.66,Moderate Chance,Government,544.0,Male,Less Chance,Not Selected
BCB,499.0,60.81,Moderate Chance,Government,503.0,Male,Less Chance,Not Selected
BCD,401.0,48.47,Less Chance,Private,403.0,Female,Less Chance,Not Selected
OC,431.0,52.14,Less Chance,Government,435.0,Male,Less Chance,Not Selected
EWS,410.0,50.21,Less Chance,Government,416.0,Female,Less Chance,Not Selected
BCB,473.0,57.67,Less Chance,Government,477.0,Male,Less Chance,Not Selected
BCE,549.0,67.45,Moderate Chance,Government,555.0,Female,Moderate Chance,Not Selected
BCB,469.0,57.18,Less Chance,Government,473.0,Male,Less Chance,Not Selected
BCB,555.0,67.82,Moderate Chance,Government,561.0,Female,Moderate Chance,Not Selected
BCA,495.0,60.22,Less Chance,Government,499.0,Male,Less Chance,Not Selected
EWS,502.0,61.31,Moderate Chance,Government,508.0,Female,Less Chance,Not Selected
SC,551.0,67.31,Moderate Chance,Private,551.0,Male,Moderate Chance,Not Selected
BCE,448.0,54.93,Less Chance,Government,452.0,Male,Less Chance,Not Selected
BCB,580.0,86.67,High Chance,Government,586.0,Female,High Chance,Selected
OC,520.0,63.05,Moderate Chance,Government,526.0,Female,Less Chance,Not Selected
BCD,504.0,61.1,Moderate Chance,Government,508.0,Male,Less Chance,Not Selected
EWS,466.0,56.24,Less Chance,Private,466.0,Male,Less Chance,Not Selected
EWS,551.0,67.22,Moderate Chance,Government,557.0,Female,Moderate Chance,Not Selected
BCA,543.0,66.02,Moderate Chance,Government,547.0,Male,Less Chance,Not Selected
BCB,513.0,62.75,Moderate Chance,Government,519.0,Female,Less Chance,Not Selected
EWS,546.0,65.9,Moderate Chance,Private,546.0,Male,Less Chance,Not Selected
BCD,444.0,54.12,Less Chance,Government,450.0,Female,Less Chance,Not Selected
SC,529.0,64.62,Moderate Chance,Private,529.0,Male,Less Chance,Not Selected
BCB,570.0,69.4,Moderate Chance,Government,574.0,Male,Moderate Chance,Not Selected
BCA,589.0,93.0,High Chance,Government,593.0,Male,High Chance,Selected
BCE,593.0,99.17,High Chance,Government,599.0,Female,High Chance,Selected
BCA,574.0,69.76,Moderate Chance,Government,578.0,Male,Moderate Chance,Not Selected
OC,550.0,66.4,Moderate Chance,Government,554.0,Male,Less Chance,Not Selected
BCA,504.0,61.31,Moderate Chance,Government,508.0,Male,Less Chance,Not Selected
SC,523.0,64.38,Moderate Chance,Government,527.0,Male,Less Chance,Not Selected
BCB,586.0,92.38,High Chance,Government,592.0,Female,High Chance,Selected
EWS,553.0,67.22,Moderate Chance,Government,557.0,Male,Moderate Chance,Not Selected
EWS,585.0,89.0,High Chance,Government,589.0,Male,High Chance,Selected
EWS,591.0,97.0,High Chance,Government,597.0,Female,High Chance,Selected
BCA,573.0,69.64,Moderate Chance,Government,577.0,Male,Moderate Chance,Not Selected
BCE,473.0,57.97,Less Chance,Government,477.0,Male,Less Chance,Not Selected
BCD,492.0,59.66,Less Chance,Government,496.0,Male,Less Chance,Not Selected
BCB,480.0,58.51,Less Chance,Government,484.0,Male,Less Chance,Not Selected
BCA,460.0,56.0,Less Chance,Government,464.0,Male,Less Chance,Not Selected
SC,590.0,97.04,High Chance,Government,596.0,Female,High Chance,Selected
EWS,445.0,54.43,Less Chance,Government,451.0,Female,Less Chance,Not Selected
BCB,465.0,56.94,Less Chance,Government,471.0,Female,Less Chance,Not Selected
BCA,420.0,51.17,Less Chance,Government,424.0,Male,Less Chance,Not Selected
EWS,515.0,62.16,Moderate Chance,Private,515.0,Male,Less Chance,Not Selected
BCD,449.0,54.73,Less Chance,Government,455.0,Female,Less Chance,Not Selected
EWS,498.0,60.59,Moderate Chance,Government,502.0,Male,Less Chance,Not Selected
BCB,513.0,62.75,Moderate Chance,Government,519.0,Female,Less Chance,Not Selected
EWS,526.0,64.21,Moderate Chance,Government,532.0,Female,Less Chance,Not Selected
OC,589.0,91.25,High Chance,Government,593.0,Male,High Chance,Selected
BCB,406.0,49.81,Less Chance,Government,412.0,Female,Less Chance,Not Selected
SC,463.0,57.05,Less Chance,Government,467.0,Male,Less Chance,Not Selected
BCA,429.0,52.26,Less Chance,Government,433.0,Male,Less Chance,Not Selected
BCD,559.0,67.71,Moderate Chance,Government,563.0,Male,Moderate Chance,Not Selected
EWS,578.0,69.76,Moderate Chance,Private,578.0,Male,Moderate Chance,Not Selected
BCE,477.0,58.45,Less Chance,Government,481.0,Male,Less Chance,Not Selected
ST,579.0,91.5,High Chance,Government,583.0,Male,High Chance,Selected
BCA,584.0,86.0,High Chance,Private,586.0,Female,High Chance,Selected
BCB,509.0,61.78,Moderate Chance,Private,511.0,Female,Less Chance,Not Selected
BCA,516.0,63.0,Moderate Chance,Government,522.0,Female,Less Chance,Not Selected
EWS,559.0,68.19,Moderate Chance,Government,565.0,Female,Moderate Chance,Not Selected
SC,430.0,53.26,Less Chance,Government,436.0,Female,Less Chance,Not Selected
OC,423.0,50.94,Less Chance,Private,425.0,Female,Less Chance,Not Selected
BCB,593.0,99.05,High Chance,Government,599.0,Female,High Chance,Selected
BCE,401.0,49.22,Less Chance,Government,405.0,Male,Less Chance,Not Selected
BCA,430.0,51.9,Less Chance,Private,430.0,Male,Less Chance,Not Selected
BCD,572.0,69.04,Moderate Chance,Private,574.0,Female,Moderate Chance,Not Selected
BCB,599.0,100.95,High Chance,Private,601.0,Female,High Chance,Selected
BCD,527.0,63.87,Moderate Chance,Government,531.0,Male,Less Chance,Not Selected
BCA,492.0,59.62,Less Chance,Private,494.0,Female,Less Chance,Not Selected
EWS,454.0,55.28,Less Chance,Government,458.0,Male,Less Chance,Not Selected
OC,487.0,58.85,Less Chance,Government,491.0,Male,Less Chance,Not Selected
BCB,572.0,69.88,Moderate Chance,Government,578.0,Female,Moderate Chance,Not Selected
BCA,487.0,59.5,Less Chance,Government,493.0,Female,Less Chance,Not Selected
EWS,544.0,66.38,Moderate Chance,Government,550.0,Female,Less Chance,Not Selected
BCE,481.0,59.18,Less Chance,Government,487.0,Female,Less Chance,Not Selected
BCB,494.0,60.21,Less Chance,Government,498.0,Male,Less Chance,Not Selected
BCD,521.0,63.38,Moderate Chance,Government,527.0,Female,Less Chance,Not Selected
BCA,407.0,49.6,Less Chance,Government,411.0,Male,Less Chance,Not Selected
BCB,413.0,50.41,Less Chance,Government,417.0,Male,Less Chance,Not Selected
BCE,513.0,62.83,Moderate Chance,Government,517.0,Male,Less Chance,Not Selected
BCA,467.0,57.09,Less Chance,Government,473.0,Female,Less Chance,Not Selected
BCC,579.0,87.65,High Chance,Private,579.0,Male,High Chance,Selected
EWS,424.0,51.66,Less Chance,Government,428.0,Male,Less Chance,Not Selected
BCA,415.0,50.57,Less Chance,Government,419.0,Male,Less Chance,Not Selected
OC,531.0,64.37,Moderate Chance,Government,537.0,Female,Less Chance,Not Selected
BCB,426.0,51.74,Less Chance,Private,428.0,Female,Less Chance,Not Selected
SC,564.0,69.63,Moderate Chance,Government,570.0,Female,Moderate Chance,Not Selected
EWS,571.0,69.16,Moderate Chance,Private,573.0,Female,Moderate Chance,Not Selected
BCD,529.0,64.35,Moderate Chance,Government,535.0,Female,Less Chance,Not Selected
BCB,467.0,57.18,Less Chance,Government,473.0,Female,Less Chance,Not Selected
BCE,565.0,69.15,Moderate Chance,Government,569.0,Male,Moderate Chance,Not Selected
OC,586.0,87.5,High Chance,Government,590.0,Male,High Chance,Selected
BCB,522.0,63.59,Moderate Chance,Government,526.0,Male,Less Chance,Not Selected
BCE,599.0,104.17,High Chance,Government,605.0,Female,High Chance,Selected
BCD,403.0,48.47,Less Chance,Private,403.0,Male,Less Chance,Not Selected
BCB,516.0,62.87,Moderate Chance,Government,520.0,Male,Less Chance,Not Selected
SC,518.0,64.01,Moderate Chance,Government,524.0,Female,Less Chance,Not Selected
BCA,426.0,51.9,Less Chance,Government,430.0,Male,Less Chance,Not Selected
BCE,564.0,69.03,Moderate Chance,Government,568.0,Male,Moderate Chance,Not Selected
OC,427.0,51.66,Less Chance,Government,431.0,Male,Less Chance,Not Selected
BCD,496.0,60.38,Less Chance,Government,502.0,Female,Less Chance,Not Selected
ST,569.0,86.5,High Chance,Government,573.0,Male,High Chance,Selected
BCA,413.0,49.84,Less Chance,Private,413.0,Male,Less Chance,Not Selected
EWS,400.0,49.0,Less Chance,Government,406.0,Female,Less Chance,Not Selected
BCD,435.0,52.8,Less Chance,Government,439.0,Male,Less Chance,Not Selected
BCE,480.0,58.58,Less Chance,Private,482.0,Female,Less Chance,Not Selected
BCB,440.0,53.92,Less Chance,Government,446.0,Female,Less Chance,Not Selected
BCB,478.0,58.51,Less Chance,Government,484.0,Female,Less Chance,Not Selected
EWS,405.0,49.36,Less Chance,Government,409.0,Male,Less Chance,Not Selected
BCA,540.0,65.9,Moderate Chance,Government,546.0,Female,Less Chance,Not Selected
BCB,400.0,48.84,Less Chance,Government,404.0,Male,Less Chance,Not Selected
EWS,592.0,96.0,High Chance,Government,596.0,Male,High Chance,Selected
BCD,579.0,83.33,Moderate Chance,Government,585.0,Female,High Chance,Selected
BCB,412.0,50.54,Less Chance,Government,418.0,Female,Less Chance,Not Selected
BCE,431.0,53.11,Less Chance,Government,437.0,Female,Less Chance,Not Selected
EWS,588.0,94.0,High Chance,Government,594.0,Female,High Chance,Selected
BCD,576.0,69.76,Moderate Chance,Government,580.0,Male,Moderate Chance,Not Selected
BCE,407.0,49.95,Less Chance,Government,411.0,Male,Less Chance,Not Selected
EWS,560.0,67.83,Moderate Chance,Private,562.0,Female,Moderate Chance,Not Selected
BCB,486.0,59.0,Less Chance,Private,488.0,Female,Less Chance,Not Selected
BCD,441.0,53.52,Less Chance,Government,445.0,Male,Less Chance,Not Selected
EWS,525.0,64.09,Moderate Chance,Government,531.0,Female,Less Chance,Not Selected
BCA,463.0,55.88,Less Chance,Private,463.0,Male,Less Chance,Not Selected
BCB,581.0,87.62,High Chance,Government,587.0,Female,High Chance,Selected
BCD,440.0,52.92,Less Chance,Private,440.0,Male,Less Chance,Not Selected
EWS,410.0,49.97,Less Chance,Government,414.0,Male,Less Chance,Not Selected
BCB,468.0,57.31,Less Chance,Government,474.0,Female,Less Chance,Not Selected
BCA,526.0,63.72,Moderate Chance,Private,528.0,Female,Less Chance,Not Selected
BCD,408.0,49.55,Less Chance,Government,412.0,Male,Less Chance,Not Selected
BCA,548.0,66.86,Moderate Chance,Government,554.0,Female,Less Chance,Not Selected
BCE,596.0,96.67,High Chance,Private,596.0,Male,High Chance,Selected
SC,485.0,59.74,Less Chance,Government,489.0,Male,Less Chance,Not Selected
EWS,600.0,104.0,High Chance,Government,604.0,Male,High Chance,Selected
BCB,487.0,59.36,Less Chance,Government,491.0,Male,Less Chance,Not Selected
BCA,558.0,67.83,Moderate Chance,Government,562.0,Male,Moderate Chance,Not Selected
BCD,485.0,58.33,Less Chance,Private,485.0,Male,Less Chance,Not Selected
EWS,570.0,69.28,Moderate Chance,Government,574.0,Male,Moderate Chance,Not Selected
BCB,560.0,68.43,Moderate Chance,Government,566.0,Female,Moderate Chance,Not Selected
BCA,423.0,51.78,Less Chance,Government,429.0,Female,Less Chance,Not Selected
BCB,532.0,65.04,Moderate Chance,Government,538.0,Female,Less Chance,Not Selected
EWS,528.0,64.21,Moderate Chance,Government,532.0,Male,Less Chance,Not Selected
BCB,538.0,65.53,Moderate Chance,Government,542.0,Male,Less Chance,Not Selected
BCA,537.0,65.53,Moderate Chance,Government,543.0,Female,Less Chance,Not Selected
SC,510.0,63.04,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
BCD,417.0,50.88,Less Chance,Government,423.0,Female,Less Chance,Not Selected
BCB,514.0,62.38,Moderate Chance,Private,516.0,Female,Less Chance,Not Selected
BCB,523.0,63.47,Moderate Chance,Private,525.0,Female,Less Chance,Not Selected
BCE,486.0,59.55,Less Chance,Government,490.0,Male,Less Chance,Not Selected
SC,446.0,55.22,Less Chance,Government,452.0,Female,Less Chance,Not Selected
EWS,497.0,59.98,Less Chance,Private,497.0,Male,Less Chance,Not Selected
BCD,591.0,94.44,High Chance,Government,595.0,Male,High Chance,Selected
EWS,430.0,51.9,Less Chance,Private,430.0,Male,Less Chance,Not Selected
BCE,560.0,68.54,Moderate Chance,Government,564.0,Male,Moderate Chance,Not Selected
BCB,417.0,51.14,Less Chance,Government,423.0,Female,Less Chance,Not Selected
EWS,577.0,69.88,Moderate Chance,Private,579.0,Female,Moderate Chance,Not Selected
BCE,445.0,54.81,Less Chance,Government,451.0,Female,Less Chance,Not Selected
SC,537.0,66.34,Moderate Chance,Government,543.0,Female,Less Chance,Not Selected
